trip_id,waktu,latitude,longitude,kecepatan_kmh,jarak_km
1,2025-03-03 01:36:00,-6.223399,106.627907,58.0,0.48365
1,2025-03-03 01:36:30,-6.223899,106.624414,46.8,0.39019
1,2025-03-03 01:37:00,-6.224424,106.620744,49.2,0.40981
1,2025-03-03 01:37:30,-6.224863,106.616986,50.2,0.41842
1,2025-03-03 01:38:00,-6.225012,106.612747,56.4,0.46962
1,2025-03-03 01:38:30,-6.224655,106.608641,54.7,0.45568
1,2025-03-03 01:39:00,-6.224249,106.6042,59.2,0.49302
1,2025-03-03 01:39:30,-6.223879,106.60015,53.9,0.44956
1,2025-03-03 01:40:00,-6.223487,106.595869,57.0,0.47523
1,2025-03-03 01:40:30,-6.223126,106.591916,52.7,0.43876
1,2025-03-03 01:41:00,-6.222755,106.587851,54.1,0.45123
1,2025-03-03 01:41:30,-6.222363,106.583568,57.1,0.4755
1,2025-03-03 01:42:00,-6.221967,106.579237,57.7,0.48071
1,2025-03-03 01:42:30,-6.221595,106.57517,54.2,0.45146
1,2025-03-03 01:43:00,-6.221209,106.571406,50.2,0.41838
1,2025-03-03 01:43:30,-6.220717,106.567982,45.9,0.38246
1,2025-03-03 01:44:00,-6.219844,106.564111,52.8,0.43977
1,2025-03-03 01:44:30,-6.218444,106.559837,59.8,0.49873
1,2025-03-03 01:45:00,-6.216396,106.555798,60.2,0.50193
1,2025-03-03 01:45:30,-6.214372,106.552828,47.8,0.39798
1,2025-03-03 01:46:00,-6.212071,106.549992,48.6,0.40495
1,2025-03-03 01:46:30,-6.209618,106.547074,50.7,0.42242
1,2025-03-03 01:47:00,-6.207966,106.543787,49.1,0.40885
1,2025-03-03 01:47:30,-6.207181,106.540314,47.4,0.3949
1,2025-03-03 01:48:00,-6.206445,106.536163,55.9,0.46616
1,2025-03-03 01:48:30,-6.205802,106.532537,48.9,0.40715
1,2025-03-03 01:49:00,-6.205528,106.52881,49.7,0.41399
1,2025-03-03 01:49:30,-6.205424,106.525516,43.7,0.36428
1,2025-03-03 01:50:00,-6.2053,106.521623,51.7,0.43062
1,2025-03-03 01:50:30,-6.205086,106.517592,53.6,0.44643
1,2025-03-03 01:51:00,-6.20456,106.513521,54.5,0.45456
1,2025-03-03 01:51:30,-6.203838,106.510196,45.1,0.3762
1,2025-03-03 01:52:00,-6.202978,106.506237,53.8,0.44795
1,2025-03-03 01:52:30,-6.202093,106.502161,55.3,0.46114
1,2025-03-03 01:53:00,-6.201371,106.498837,45.1,0.37619
1,2025-03-03 01:53:30,-6.200681,106.495659,43.2,0.35962
1,2025-03-03 01:54:00,-6.200077,106.492417,43.8,0.36489
1,2025-03-03 01:54:30,-6.200033,106.48893,46.4,0.38667
1,2025-03-03 01:55:00,-6.200803,106.484702,57.5,0.47901
1,2025-03-03 01:55:30,-6.202207,106.48119,50.4,0.41991
1,2025-03-03 01:56:00,-6.203745,106.478106,45.8,0.3814
1,2025-03-03 01:56:30,-6.20534,106.47397,59.0,0.49136
1,2025-03-03 01:57:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 01:57:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 01:58:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 01:58:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 01:59:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 01:59:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:00:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:00:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:01:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:01:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:02:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:02:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:03:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:03:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:04:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:04:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:05:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:05:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:06:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:06:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:07:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:07:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:08:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:08:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:09:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:09:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:10:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:10:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:11:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:11:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:12:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:12:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:13:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:13:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:14:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:14:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:15:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:15:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:16:00,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:16:30,-6.20534,106.47397,0.0,0.0
1,2025-03-03 02:17:00,-6.205955,106.47079,43.1,0.35929
1,2025-03-03 02:17:30,-6.205784,106.46676,53.6,0.44704
1,2025-03-03 02:18:00,-6.204841,106.463059,50.7,0.42282
1,2025-03-03 02:18:30,-6.203488,106.460038,44.1,0.36789
1,2025-03-03 02:19:00,-6.199496,106.459271,58.8,0.4904
1,2025-03-03 02:19:30,-6.196936,106.457877,51.4,0.42795
1,2025-03-03 02:20:00,-6.199741,106.455777,46.7,0.38889
1,2025-03-03 02:20:30,-6.202454,106.453745,45.1,0.37611
1,2025-03-03 02:21:00,-6.205278,106.45163,47.0,0.39148
1,2025-03-03 02:21:30,-6.20827,106.449389,49.8,0.41472
1,2025-03-03 02:22:00,-6.211226,106.447176,49.2,0.40978
1,2025-03-03 02:22:30,-6.211226,106.447176,0.0,0.0
1,2025-03-03 02:23:00,-6.211226,106.447176,0.0,0.0
1,2025-03-03 02:23:30,-6.211226,106.447176,0.0,0.0
1,2025-03-03 02:24:00,-6.211226,106.447176,0.0,0.0
1,2025-03-03 02:24:30,-6.214696,106.444447,58.9,0.49047
1,2025-03-03 02:25:00,-6.217918,106.441462,58.6,0.48801
1,2025-03-03 02:25:30,-6.220986,106.439233,50.5,0.42084
1,2025-03-03 02:26:00,-6.223699,106.437262,44.6,0.37206
1,2025-03-03 02:26:30,-6.227032,106.43477,55.5,0.46285
1,2025-03-03 02:27:00,-6.228591,106.431895,44.0,0.36629
1,2025-03-03 02:27:30,-6.227376,106.427754,59.2,0.49297
1,2025-03-03 02:28:00,-6.226018,106.424555,46.1,0.38452
1,2025-03-03 02:28:30,-6.222822,106.421567,59.5,0.4961
1,2025-03-03 02:29:00,-6.220259,106.419635,42.7,0.35621
1,2025-03-03 02:29:30,-6.218653,106.416836,44.0,0.36667
1,2025-03-03 02:30:00,-6.217749,106.413089,51.2,0.42663
1,2025-03-03 02:30:30,-6.216694,106.409388,51.1,0.4256
1,2025-03-03 02:31:00,-6.21581,106.405576,52.2,0.43466
1,2025-03-03 02:31:30,-6.215587,106.401691,51.7,0.43044
1,2025-03-03 02:32:00,-6.214123,106.398544,46.8,0.38994
1,2025-03-03 02:32:30,-6.213675,106.394781,51.4,0.4283
1,2025-03-03 02:33:00,-6.211091,106.391125,59.9,0.49944
1,2025-03-03 02:33:30,-6.209535,106.388159,45.1,0.37558
1,2025-03-03 02:34:00,-6.207376,106.384673,55.2,0.45982
1,2025-03-03 02:34:30,-6.209347,106.381316,54.0,0.44982
1,2025-03-03 02:35:00,-6.209351,106.377187,58.2,0.48527
1,2025-03-03 02:35:30,-6.206624,106.374476,51.2,0.42694
1,2025-03-03 02:36:00,-6.206205,106.37153,44.2,0.36798
1,2025-03-03 02:36:30,-6.205733,106.368065,51.3,0.42716
1,2025-03-03 02:37:00,-6.205398,106.364424,49.8,0.41473
1,2025-03-03 02:37:30,-6.207185,106.361691,43.6,0.36297
1,2025-03-03 02:38:00,-6.207809,106.357446,57.7,0.48096
1,2025-03-03 02:38:30,-6.207145,106.353593,52.4,0.43629
1,2025-03-03 02:39:00,-6.204758,106.350659,51.6,0.43033
1,2025-03-03 02:39:30,-6.201077,106.34891,54.8,0.45629
1,2025-03-03 02:40:00,-6.197742,106.347681,47.4,0.39496
1,2025-03-03 02:40:30,-6.194269,106.34592,52.0,0.43301
1,2025-03-03 02:41:00,-6.190577,106.343806,57.2,0.4769
1,2025-03-03 02:41:30,-6.186455,106.342001,60.0,0.50033
1,2025-03-03 02:42:00,-6.183292,106.340773,45.4,0.37849
1,2025-03-03 02:42:30,-6.180215,106.339824,42.9,0.35781
1,2025-03-03 02:43:00,-6.177124,106.338586,44.5,0.37109
1,2025-03-03 02:43:30,-6.174369,106.336891,43.2,0.35988
1,2025-03-03 02:44:00,-6.171401,106.334956,47.2,0.39373
1,2025-03-03 02:44:30,-6.168397,106.332976,48.6,0.40464
1,2025-03-03 02:45:00,-6.166111,106.330414,45.7,0.3807
1,2025-03-03 02:45:30,-6.163003,106.327378,57.8,0.48179
1,2025-03-03 02:46:00,-6.161589,106.324369,44.9,0.37376
1,2025-03-03 02:46:30,-6.159827,106.321574,44.6,0.37173
1,2025-03-03 02:47:00,-6.157393,106.319252,45.6,0.37979
1,2025-03-03 02:47:30,-6.154843,106.317198,44.2,0.36853
1,2025-03-03 02:48:00,-6.153351,106.314355,42.7,0.35621
1,2025-03-03 02:48:30,-6.151216,106.311933,44.6,0.37141
1,2025-03-03 02:49:00,-6.14798,106.3094,54.8,0.45655
1,2025-03-03 02:49:30,-6.144474,106.307512,53.1,0.44227
1,2025-03-03 02:50:00,-6.140718,106.305499,56.8,0.47326
1,2025-03-03 02:50:30,-6.138037,106.302546,56.5,0.47097
1,2025-03-03 02:51:00,-6.136295,106.299522,46.4,0.38632
1,2025-03-03 02:51:30,-6.137095,106.296411,47.2,0.3931
1,2025-03-03 02:52:00,-6.139086,106.292731,55.6,0.4632
1,2025-03-03 02:52:30,-6.140092,106.288437,59.5,0.4955
1,2025-03-03 02:53:00,-6.14187,106.285855,45.9,0.38291
1,2025-03-03 02:53:30,-6.143185,106.282737,46.0,0.38322
1,2025-03-03 02:54:00,-6.143448,106.278549,55.7,0.46391
1,2025-03-03 02:54:30,-6.142965,106.274869,49.4,0.41159
1,2025-03-03 02:55:00,-6.141874,106.271033,53.0,0.44134
1,2025-03-03 02:55:30,-6.140601,106.266931,57.0,0.47508
1,2025-03-03 02:56:00,-6.139609,106.263419,48.5,0.4041
1,2025-03-03 02:56:30,-6.138983,106.260117,44.6,0.3716
1,2025-03-03 02:57:00,-6.138756,106.255884,56.4,0.46988
1,2025-03-03 02:57:30,-6.138682,106.251549,57.5,0.47931
1,2025-03-03 02:58:00,-6.138611,106.247423,54.7,0.45621
1,2025-03-03 02:58:30,-6.138538,106.243144,56.8,0.47311
1,2025-03-03 02:59:00,-6.138479,106.239719,45.5,0.37879
1,2025-03-03 02:59:30,-6.138402,106.235186,60.1,0.50121
1,2025-03-03 03:00:00,-6.13833,106.230974,55.9,0.46573
1,2025-03-03 03:00:30,-6.138274,106.227742,42.9,0.35734
1,2025-03-03 03:01:00,-6.138095,106.223398,57.7,0.48078
1,2025-03-03 03:01:30,-6.137369,106.219302,55.5,0.46257
1,2025-03-03 03:02:00,-6.136004,106.21547,54.0,0.44998
1,2025-03-03 03:02:30,-6.134695,106.211795,51.8,0.43166
1,2025-03-03 03:03:00,-6.133405,106.208171,51.1,0.42552
1,2025-03-03 03:03:30,-6.132103,106.204518,51.5,0.42909
1,2025-03-03 03:04:00,-6.130898,106.201132,47.7,0.3976
1,2025-03-03 03:04:30,-6.129814,106.198118,42.5,0.35435
1,2025-03-03 03:05:00,-6.128554,106.195109,43.3,0.36097
1,2025-03-03 03:05:30,-6.126289,106.192326,48.3,0.40262
1,2025-03-03 03:06:00,-6.122962,106.190531,50.8,0.42321
1,2025-03-03 03:06:30,-6.119645,106.189081,48.3,0.40218
1,2025-03-03 03:07:00,-6.116408,106.187045,51.1,0.42605
1,2025-03-03 03:07:30,-6.113914,106.184817,44.5,0.37125
1,2025-03-03 03:08:00,-6.110776,106.181823,57.7,0.48092
1,2025-03-03 03:08:30,-6.107644,106.178834,57.6,0.48015
1,2025-03-03 03:09:00,-6.104883,106.176199,50.8,0.42319
1,2025-03-03 03:09:30,-6.102433,106.17386,45.1,0.37567
1,2025-03-03 03:10:00,-6.099483,106.170682,57.7,0.48071
1,2025-03-03 03:10:30,-6.097488,106.167941,45.1,0.37617
1,2025-03-03 03:11:00,-6.095258,106.164272,57.2,0.47629
1,2025-03-03 03:11:30,-6.093696,106.160676,52.1,0.43436
1,2025-03-03 03:12:00,-6.09256,106.157384,46.2,0.38529
1,2025-03-03 03:12:30,-6.091242,106.153563,53.7,0.44719
1,2025-03-03 03:13:00,-6.090034,106.150063,49.1,0.40956
1,2025-03-03 03:13:30,-6.088914,106.146815,45.6,0.38019
1,2025-03-03 03:14:00,-6.087837,106.143695,43.8,0.36512
1,2025-03-03 03:14:30,-6.086751,106.140545,44.2,0.36864
1,2025-03-03 03:15:00,-6.08473,106.136628,59.0,0.49181
1,2025-03-03 03:15:30,-6.082153,106.134381,45.9,0.38219
1,2025-03-03 03:16:00,-6.078912,106.132651,49.0,0.40808
1,2025-03-03 03:16:30,-6.07593,106.131072,45.0,0.37473
1,2025-03-03 03:17:00,-6.072432,106.12922,52.7,0.43957
1,2025-03-03 03:17:30,-6.069551,106.127695,43.4,0.36204
1,2025-03-03 03:18:00,-6.066015,106.125822,53.3,0.44445
1,2025-03-03 03:18:30,-6.062146,106.123773,58.3,0.4862
1,2025-03-03 03:19:00,-6.05836,106.121768,57.1,0.47576
1,2025-03-03 03:19:30,-6.054637,106.119535,57.9,0.48226
1,2025-03-03 03:20:00,-6.05155,106.117201,51.6,0.4304
1,2025-03-03 03:20:30,-6.048862,106.114931,46.9,0.39053
1,2025-03-03 03:21:00,-6.046039,106.111642,57.6,0.4803
1,2025-03-03 03:21:30,-6.043845,106.109134,44.3,0.36952
1,2025-03-03 03:22:00,-6.041228,106.10659,48.6,0.40474
1,2025-03-03 03:22:30,-6.038618,106.104325,46.1,0.38391
1,2025-03-03 03:23:00,-6.035238,106.102096,54.0,0.44973
1,2025-03-03 03:23:30,-6.032413,106.1003,44.6,0.37164
1,2025-03-03 03:24:00,-6.028811,106.098009,56.9,0.47391
1,2025-03-03 03:24:30,-6.025545,106.095796,52.7,0.43889
1,2025-03-03 03:25:00,-6.022287,106.092799,58.9,0.49101
1,2025-03-03 03:25:30,-6.019716,106.090233,48.4,0.40352
1,2025-03-03 03:26:00,-6.017243,106.087295,51.1,0.42563
1,2025-03-03 03:26:30,-6.014962,106.083811,55.4,0.46144
1,2025-03-03 03:27:00,-6.013389,106.080884,44.2,0.36862
1,2025-03-03 03:27:30,-6.011904,106.077785,45.6,0.38037
1,2025-03-03 03:28:00,-6.010262,106.074358,50.5,0.4207
1,2025-03-03 03:28:30,-6.008346,106.070967,51.8,0.43175
1,2025-03-03 03:29:00,-6.006125,106.067589,53.8,0.4485
1,2025-03-03 03:29:30,-6.003911,106.064754,47.8,0.39855
1,2025-03-03 03:30:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:30:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:31:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:31:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:32:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:32:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:33:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:33:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:34:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:34:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:35:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:35:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:36:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:36:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:37:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:37:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:38:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:38:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:39:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:39:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:40:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:40:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:41:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:41:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:42:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:42:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:43:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:43:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:44:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:44:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:45:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:45:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:46:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:46:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:47:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:47:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:48:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:48:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:49:00,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:49:30,-6.003911,106.064754,0.0,0.0
1,2025-03-03 03:50:00,-6.001299,106.061898,51.5,0.42929
1,2025-03-03 03:50:30,-5.998674,106.059089,51.2,0.4263
1,2025-03-03 03:51:00,-5.995746,106.055956,57.1,0.47544
1,2025-03-03 03:51:30,-5.993102,106.053126,51.5,0.42935
1,2025-03-03 03:52:00,-5.99088,106.050618,44.7,0.37229
1,2025-03-03 03:52:30,-5.989754,106.047028,50.8,0.42374
1,2025-03-03 03:53:00,-5.990023,106.043852,42.3,0.35287
1,2025-03-03 03:53:30,-5.989024,106.039926,55.1,0.45895
1,2025-03-03 03:54:00,-5.986872,106.036877,49.6,0.41365
1,2025-03-03 03:54:30,-5.984591,106.034329,45.5,0.37917
1,2025-03-03 03:55:00,-5.984062,106.031817,46.8,0.38985
1,2025-03-03 03:55:30,-5.987121,106.032416,43.1,0.3594
1,2025-03-03 03:56:00,-5.990659,106.030628,53.9,0.44905
1,2025-03-03 03:56:30,-5.994199,106.028077,58.1,0.48434
1,2025-03-03 03:57:00,-5.995708,106.025511,43.9,0.36585
1,2025-03-03 03:57:30,-5.996506,106.022511,48.5,0.4041
1,2025-03-03 03:58:00,-6.000236,106.022505,49.8,0.4147
1,2025-03-03 03:58:30,-6.00262,106.022912,49.1,0.40898
